Age,Price,Quantity,Delivery_Time_mins,Discount_Applied,Loyalty_Points_Earned,Cart_Abandonment_Flag,Total_Purchase_Value,Lifetime_Value,Competitor_Price,Ad_Click_Through_Rate,Browsing_Time_mins,Voice_Search_Count,Visual_Search_Count,Discount_Percentage,High_Spender_Flag,Gender_Male,Gender_Non-Binary,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,Product_Category_Dairy,Product_Category_Groceries,Product_Category_Household Items,Product_Category_Snacks,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Age_Group_Encoded,Loyalty_Tier_Encoded
23,294.47,2,13,5.43,115,1,588.94,588.94,247.0678903330993,0.3939999599993171,22,6,3,1.843990898903114,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
39,445.08,2,15,22.0,85,1,890.16,890.16,439.8062718356587,0.4110027177541753,10,6,3,4.942931607800845,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
28,24.62,1,13,13.78,72,1,24.62,24.62,58.2784311109876,0.7013300109286896,12,14,12,55.97075548334687,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56,443.94,4,10,26.62,119,0,1775.76,1775.76,467.7566549673397,0.3821031401004301,30,16,7,5.996305807091049,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62.03,4,9,3.41,16,0,248.12,248.12,93.93075155574752,0.3969224212213005,166,16,11,5.497339996775754,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
55,341.7,5,15,24.47,11,1,1708.5,1708.5,370.4215975245127,0.4570165836444623,182,11,6,7.161252560725782,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,201.28,4,5,7.8,194,0,805.12,805.12,159.3275424239467,0.3110775135662571,74,9,13,3.875198728139905,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,93.09,3,6,11.92,29,0,279.27,279.27,81.91794938279229,0.0918085480058978,54,5,9,12.80481254699753,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
46,116.26,1,8,24.14,56,0,116.26,116.26,86.5948919448161,0.9679500287732434,81,15,5,20.763805264063308,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39,480.45,1,13,13.19,187,1,480.45,480.45,528.1762852292476,0.8245164058246461,23,8,10,2.7453429076907065,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30,285.91,1,9,26.33,185,0,285.91,285.91,242.70382265771767,0.5168557949002462,95,12,12,9.209191703682976,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24,72.1,2,7,24.15,194,0,144.2,144.2,24.94023508377707,0.5049567357988267,66,13,8,33.49514563106796,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
59,258.25,2,15,21.31,171,1,516.5,516.5,242.69956132362583,0.7747086105608322,18,11,13,8.251694094869313,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,272.13,4,11,22.93,140,1,1088.52,1088.52,275.4744776280633,0.2092691460364038,17,15,8,8.426119869180171,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
57,290.5,2,8,22.76,162,0,581.0,581.0,317.56540489792553,0.9205244078615544,115,16,11,7.834767641996558,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,415.16,1,14,12.67,115,1,415.16,415.16,436.9592907432485,0.0187985977402408,24,6,14,3.051835436939975,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
39,126.6,2,13,8.09,180,1,253.2,253.2,143.2006014895587,0.920883114461078,73,1,8,6.390205371248026,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,12.49,1,15,13.42,127,1,12.49,12.49,-25.193243292460465,0.4842103366765496,9,6,10,107.44595676541232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24,136.42,3,14,5.01,64,1,409.26,409.26,153.29550038006295,0.1492863228424198,38,14,8,3.672482040756488,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
40,60.27,5,14,18.6,43,1,301.35,301.35,59.26885555957674,0.6351000883682317,156,3,11,30.861124937779994,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21,290.87,5,7,28.67,187,0,1454.35,1454.35,328.68732107415065,0.4089379722449767,12,18,5,9.85663698559494,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
50,428.29,4,9,3.31,149,0,1713.16,1713.16,388.2422735028938,0.6214672426738521,107,9,1,0.7728408321464428,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,120.49,1,13,1.56,57,1,120.49,120.49,83.93934796208325,0.2869621484793381,116,5,12,1.294713254211968,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
50,247.62,5,13,4.03,115,1,1238.1,1238.1,251.3996914780774,0.7759624137638492,161,10,11,1.6274937404086909,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,163.52,4,13,20.34,70,1,654.08,654.08,166.33225092415557,0.6099662654054103,191,18,7,12.438845401174166,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
65,446.81,1,7,26.53,104,0,446.81,446.81,445.8891547384803,0.3804358843892112,120,4,10,5.937646874510419,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
44,139.32,2,10,0.81,137,0,278.64,278.64,110.84630518041418,0.9940771030103116,118,16,8,0.5813953488372093,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,118.76,5,11,25.77,168,1,593.8000000000001,593.8000000000001,97.03241784268972,0.9235582117957436,170,18,12,21.6992253283934,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
52,59.39,4,15,26.45,155,1,237.56,237.56,54.893231016341886,0.3961715349622074,88,6,2,44.536117191446365,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
26,273.9,3,15,28.23,1,1,821.6999999999999,821.6999999999999,313.64309664014684,0.3569621220391136,113,9,5,10.306681270536696,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
57,337.57,5,5,22.65,124,0,1687.85,1687.85,369.996266343298,0.4920473308474055,75,9,4,6.709719465592322,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,216.14,1,6,0.27,57,0,216.14,216.14,191.51305496192683,0.9912354364005678,33,3,14,0.1249190339594707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,208.55,5,14,27.91,95,1,1042.75,1042.75,180.07886398186142,0.7132566725740754,57,4,12,13.382881802924956,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
60,241.02,4,7,19.91,152,0,964.08,964.08,212.7521896127529,0.7717736519752465,9,7,11,8.260725251016513,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
36,369.82,4,5,9.57,182,0,1479.28,1479.28,356.9192941469909,0.3143867914370161,191,12,3,2.587745389649019,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60,118.28,2,5,0.33,144,0,236.56,236.56,108.6115669635508,0.8324756674453425,23,14,12,0.2789989854582347,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
49,277.06,1,5,17.9,98,0,277.06,277.06,245.7172485440276,0.3699394850646783,137,10,2,6.460694434418538,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,352.53,5,7,10.58,99,0,1762.65,1762.65,314.3844592700636,0.9230117276234298,184,7,0,3.0011630215868155,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56,215.26,2,8,22.26,89,0,430.52,430.52,208.9355060333981,0.7561524984079571,196,15,10,10.340982997305586,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,307.92,5,12,7.42,109,1,1539.6,1539.6,279.8040413045513,0.9585784879495108,38,0,10,2.409716809560925,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,138.21,4,5,28.38,185,0,552.84,552.84,150.99949246675396,0.7955406634482196,173,18,13,20.533970045582805,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59,424.84,1,11,3.04,160,1,424.84,424.84,405.5480789609873,0.4022918479174112,13,19,10,0.7155635062611808,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,471.07,2,7,5.82,183,0,942.14,942.14,425.7550030765726,0.1768478903219227,198,16,10,1.2354851720551083,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,354.61,3,5,17.16,179,0,1063.83,1063.83,366.862586825454,0.6591860572407316,94,19,7,4.839119032176193,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,295.97,5,14,21.88,170,1,1479.85,1479.85,338.743156185615,0.0964770991061906,120,11,6,7.3926411460620995,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
22,110.77,1,15,2.57,198,1,110.77,110.77,127.35268241901596,0.5395736042514818,81,0,4,2.32012277692516,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
59,495.81,1,6,18.68,43,0,495.81,495.81,449.715457079888,0.569624096263888,9,2,2,3.767572255501099,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,42.72,5,5,10.22,190,0,213.6,213.6,28.6214450960976,0.6582124491444374,70,3,11,23.923220973782776,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
51,450.99,5,10,8.14,167,0,2254.95,2254.95,467.215159253276,0.6021908149185576,184,3,12,1.804918069136788,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
51,156.66,3,7,18.16,130,0,469.98,469.98,169.15390800953145,0.1955267522532666,182,1,4,11.591982637559044,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,146.61,4,14,5.13,33,1,586.44,586.44,158.29975745601166,0.7218479262573428,138,14,14,3.499079189686924,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
27,142.32,3,8,5.02,144,0,426.96,426.96,117.44318673251068,0.8464723070460197,149,14,11,3.5272625070264194,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
57,14.51,1,15,4.63,113,1,14.51,14.51,45.58067512633607,0.6685097220846542,6,7,2,31.90902825637492,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,190.66,1,12,18.95,42,1,190.66,190.66,223.97979524243877,0.0383008483080105,193,1,13,9.93915871184307,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
43,14.14,4,12,20.9,104,1,56.56,56.56,22.455895035930787,0.9102619624381184,61,12,7,147.80763790664778,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,476.71,4,11,15.26,170,1,1906.84,1906.84,449.820159733109,0.879822309435788,189,17,4,3.201107591617545,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
32,481.25,1,11,10.56,17,1,481.25,481.25,492.0607123204181,0.0101960505178263,138,16,9,2.1942857142857144,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
46,352.1,5,7,1.52,105,0,1760.5,1760.5,376.7064711470951,0.4987114121061644,63,1,14,0.4316955410394774,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,432.58,1,6,24.14,198,0,432.58,432.58,471.0755112438246,0.8977977980366467,177,7,0,5.580470664385779,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,77.05,3,13,15.81,151,1,231.15,231.15,109.74058618355812,0.6905289784253623,105,8,13,20.519143413367942,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,129.12,4,14,27.63,135,1,516.48,516.48,100.13382818245314,0.8694419181883231,15,17,10,21.398698884758364,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,210.59,2,12,8.72,5,1,421.18,421.18,222.24361457266423,0.144589266687216,92,8,12,4.140747423904269,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
19,153.3,3,8,1.54,106,0,459.9,459.9,103.7430477976768,0.1246439503856055,176,6,6,1.004566210045662,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
45,403.57,1,14,9.94,8,1,403.57,403.57,384.4119961057069,0.2529219821077145,77,3,0,2.463017568203781,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
63,76.24,5,13,8.81,124,1,381.2,381.2,44.36277539243464,0.2346292650517672,137,8,12,11.555613850996853,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
26,462.34,3,14,17.47,111,1,1387.02,1387.02,510.1935508861733,0.5860273107532704,154,0,2,3.778604490202016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,171.91,5,14,26.98,106,1,859.55,859.55,214.8576828652608,0.0870686414428551,53,14,4,15.694258623698447,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,298.54,2,11,18.53,35,1,597.08,597.08,272.951885732951,0.6435230395403332,35,13,14,6.206873450793863,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
34,427.51,5,5,2.69,112,0,2137.55,2137.55,409.5683441442273,0.1253721417249305,35,5,7,0.629225047367313,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45,21.4,2,9,7.21,43,0,42.8,42.8,5.010347662933569,0.5570820711771133,117,8,4,33.69158878504673,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,298.06,5,7,29.18,48,0,1490.3,1490.3,277.7958260610342,0.9101933662150764,177,9,5,9.789975172784002,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
45,495.81,1,6,4.42,55,0,495.81,495.81,507.08744002403125,0.9648955852324,98,14,14,0.8914705229825941,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,284.95,3,15,8.28,179,1,854.8499999999999,854.8499999999999,293.82578218203304,0.7183687586134333,22,3,9,2.905772942621512,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
39,189.12,3,12,7.9,176,1,567.36,567.36,173.38969633607402,0.6213670419652548,144,13,4,4.177241962774958,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,84.07,1,7,24.31,122,0,84.07,84.07,133.879816305218,0.2612850660020958,20,13,14,28.916379207803026,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,55.83,4,10,23.45,79,0,223.32,223.32,42.24768546320912,0.0713667008922025,179,17,14,42.002507612394766,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
56,45.8,5,14,6.26,108,1,229.0,229.0,7.792122771145095,0.1877023449699607,65,0,2,13.66812227074236,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,25.81,1,5,29.85,193,0,25.81,25.81,21.710264938045743,0.0484666587686026,141,13,14,115.65284773343669,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,145.95,5,6,18.24,155,0,729.75,729.75,134.1245790176324,0.3620035816912703,26,16,8,12.497430626927027,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,75.41,4,12,5.58,141,1,301.64,301.64,68.66240982072921,0.7051130920352587,198,1,5,7.399549131414933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31,204.09,3,6,8.87,38,0,612.27,612.27,236.40463249470213,0.7100575193483891,47,4,9,4.3461218090058304,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
54,419.38,1,7,4.37,64,0,419.38,419.38,381.3715014878308,0.9769935752661812,13,0,4,1.0420144022127902,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,247.67,1,6,26.05,35,0,247.67,247.67,235.52678237455623,0.400695385470773,72,15,5,10.518028021157184,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
24,327.91,2,5,13.83,83,0,655.82,655.82,328.80687345241927,0.778382842686629,186,12,6,4.2176206886035805,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
36,107.41,4,9,14.14,31,0,429.64,429.64,79.20568736602601,0.4949252611562918,93,10,6,13.164509822176706,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
58,109.13,4,15,10.54,133,1,436.52,436.52,144.29107179120427,0.2030331510196223,12,12,3,9.658205809584896,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
43,376.0,2,6,24.47,169,0,752.0,752.0,339.5485614743377,0.62421469324661,157,18,3,6.507978723404255,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,155.23,5,15,14.27,129,1,776.15,776.15,127.11673701104952,0.3081730086345025,42,18,14,9.192810668040972,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,161.96,4,6,17.73,123,0,647.84,647.84,128.34791081996713,0.6262252052057365,184,12,4,10.947147443813288,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,93.42,4,7,10.04,25,0,373.68,373.68,59.38310384541238,0.6326657776539858,96,14,8,10.747163348319416,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41,25.72,1,9,28.13,94,0,25.72,25.72,29.909463870191367,0.5328417939987592,16,8,14,109.3701399688958,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
39,224.48,1,5,3.27,77,0,224.48,224.48,198.98228781546,0.6190917752223751,182,11,11,1.4566999287241624,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
22,110.59,1,12,24.58,77,1,110.59,110.59,121.39622848136932,0.3007792890640696,95,7,0,22.22624107062121,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
58,496.81,4,15,14.71,125,1,1987.24,1987.24,534.3201870255227,0.5442113640853219,17,0,8,2.960890481270506,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,11.57,2,11,19.58,170,1,23.14,23.14,-24.04456772418041,0.1839106510792237,70,18,0,169.2307692307692,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,230.08,5,7,27.55,177,0,1150.4,1150.4,185.88897765516072,0.6771435195256829,127,16,12,11.974095966620306,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,467.81,4,14,23.05,147,1,1871.24,1871.24,418.3158847560428,0.1420462346994572,20,13,8,4.927214039887988,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
